SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
1338022	TCGA-16-0846-01	VAX1	normal	-0.73	329																																											
1338057	TCGA-27-1832-01	VAX1	normal	-0.798	329																																											
1338067	TCGA-27-2523-01	VAX1	normal	-0.793	329																																											
1338079	TCGA-28-1753-01	VAX1	normal	-0.798	329																																											
1910168	TCGA-06-0125-01	VAX1	normal	-0.793	329																																											
1910184	TCGA-06-0157-01	VAX1	normal	-0.789	329																																											
1910190	TCGA-06-0174-01	VAX1	normal	-0.785	329																																											
1910206	TCGA-06-0211-01	VAX1	normal	-0.794	329																																											
1910247	TCGA-12-0618-01	VAX1	normal	-0.77	329																																											
2120252	TCGA-06-0190-02	VAX1	normal	-0.798	329																																											
2120346	TCGA-32-1980-01	VAX1	normal	-0.717	329																																											
2120378	TCGA-76-4926-01	VAX1	normal	-0.773	329																																											
1337858	TCGA-06-0744-01	VGF	normal	-0.188	329																																											
1337859	TCGA-06-0745-01	VGF	normal	1.4	329																																											
1338022	TCGA-16-0846-01	VGF	normal	-0.448	329																																											
1338057	TCGA-27-1832-01	VGF	normal	-0.559	329																																											
1338067	TCGA-27-2523-01	VGF	over	3.413	329																																											
1338079	TCGA-28-1753-01	VGF	normal	-0.027	329																																											
1910168	TCGA-06-0125-01	VGF	normal	-0.276	329																																											
1910184	TCGA-06-0157-01	VGF	normal	-0.317	329																																											
1910190	TCGA-06-0174-01	VGF	over	5.696	329																																											
2120252	TCGA-06-0190-02	VGF	normal	-0.582	329																																											
2120253	TCGA-06-0210-02	VGF	normal	-0.453	329																																											
2120305	TCGA-19-2624-01	VGF	over	6.233	329																																											
2120346	TCGA-32-1980-01	VGF	normal	-0.311	329																																											
2120378	TCGA-76-4926-01	VGF	normal	-0.175	329																																											
2178065	TCGA-06-0152-02	VGF	normal	1.093	329																																											
1337858	TCGA-06-0744-01	VIRMA	normal	-0.871	329																																											
1337859	TCGA-06-0745-01	VIRMA	normal	-0.98	329																																											
1338022	TCGA-16-0846-01	VIRMA	normal	-1.108	329																																											
1338057	TCGA-27-1832-01	VIRMA	normal	-0.443	329																																											
1338067	TCGA-27-2523-01	VIRMA	normal	0.174	329																																											
1910168	TCGA-06-0125-01	VIRMA	normal	0.161	329																																											
1910190	TCGA-06-0174-01	VIRMA	normal	0.955	329																																											
1910206	TCGA-06-0211-01	VIRMA	normal	1.091	329																																											
1910247	TCGA-12-0618-01	VIRMA	normal	0.965	329																																											
2120252	TCGA-06-0190-02	VIRMA	over	2.526	329																																											
2120305	TCGA-19-2624-01	VIRMA	normal	-0.448	329																																											
2120346	TCGA-32-1980-01	VIRMA	normal	-1.868	329																																											
2120378	TCGA-76-4926-01	VIRMA	normal	0.651	329																																											
2178065	TCGA-06-0152-02	VIRMA	normal	0.637	329																																											
1337859	TCGA-06-0745-01	VNN1	normal	0.379	329																																											
1338022	TCGA-16-0846-01	VNN1	normal	1.149	329																																											
1338057	TCGA-27-1832-01	VNN1	normal	1.068	329																																											
1338067	TCGA-27-2523-01	VNN1	normal	-0.989	329																																											
1338079	TCGA-28-1753-01	VNN1	over	3.797	329																																											
1910168	TCGA-06-0125-01	VNN1	normal	-0.449	329																																											
1910184	TCGA-06-0157-01	VNN1	normal	-0.525	329																																											
1910190	TCGA-06-0174-01	VNN1	normal	-0.591	329																																											
1910206	TCGA-06-0211-01	VNN1	normal	-0.667	329																																											
1910247	TCGA-12-0618-01	VNN1	normal	-0.541	329																																											
2120253	TCGA-06-0210-02	VNN1	normal	-0.089	329																																											
2120305	TCGA-19-2624-01	VNN1	normal	-0.794	329																																											
2120346	TCGA-32-1980-01	VNN1	normal	0.871	329																																											
2120378	TCGA-76-4926-01	VNN1	normal	-0.522	329																																											
1337858	TCGA-06-0744-01	VPS37C	normal	0.424	329																																											
1337859	TCGA-06-0745-01	VPS37C	normal	1.718	329																																											
1338022	TCGA-16-0846-01	VPS37C	normal	-0.576	329																																											
1338057	TCGA-27-1832-01	VPS37C	normal	0.099	329																																											
1338067	TCGA-27-2523-01	VPS37C	normal	-1.027	329																																											
1338079	TCGA-28-1753-01	VPS37C	normal	1.183	329																																											
1910168	TCGA-06-0125-01	VPS37C	normal	-0.617	329																																											
1910184	TCGA-06-0157-01	VPS37C	normal	-1.634	329																																											
1910247	TCGA-12-0618-01	VPS37C	normal	-1.132	329																																											
2120252	TCGA-06-0190-02	VPS37C	normal	0.262	329																																											
2120253	TCGA-06-0210-02	VPS37C	normal	1.049	329																																											
2120305	TCGA-19-2624-01	VPS37C	normal	-0.858	329																																											
2120346	TCGA-32-1980-01	VPS37C	normal	0.381	329																																											
2120378	TCGA-76-4926-01	VPS37C	normal	-0.459	329																																											
2178065	TCGA-06-0152-02	VPS37C	normal	-0.17	329																																											
1337858	TCGA-06-0744-01	VSTM2L	normal	0.044	329																																											
1337859	TCGA-06-0745-01	VSTM2L	normal	-1.12	329																																											
1338022	TCGA-16-0846-01	VSTM2L	normal	1.351	329																																											
1338057	TCGA-27-1832-01	VSTM2L	normal	-0.609	329																																											
1338067	TCGA-27-2523-01	VSTM2L	normal	-1.02	329																																											
1338079	TCGA-28-1753-01	VSTM2L	normal	-0.8	329																																											
1910168	TCGA-06-0125-01	VSTM2L	normal	-0.999	329																																											
1910184	TCGA-06-0157-01	VSTM2L	normal	-1.105	329																																											
1910190	TCGA-06-0174-01	VSTM2L	normal	0.777	329																																											
1910206	TCGA-06-0211-01	VSTM2L	normal	-0.189	329																																											
1910247	TCGA-12-0618-01	VSTM2L	over	3.395	329																																											
2120253	TCGA-06-0210-02	VSTM2L	normal	-1.332	329																																											
2120378	TCGA-76-4926-01	VSTM2L	over	2.218	329																																											
2178065	TCGA-06-0152-02	VSTM2L	normal	1.495	329																																											
1337858	TCGA-06-0744-01	WARS2	under	-2.219	329																																											
1337859	TCGA-06-0745-01	WARS2	normal	-0.299	329																																											
1338022	TCGA-16-0846-01	WARS2	normal	-1.685	329																																											
1338057	TCGA-27-1832-01	WARS2	normal	1.284	329																																											
1338067	TCGA-27-2523-01	WARS2	normal	-0.419	329																																											
1338079	TCGA-28-1753-01	WARS2	normal	-0.375	329																																											
1910168	TCGA-06-0125-01	WARS2	normal	-0.291	329																																											
1910190	TCGA-06-0174-01	WARS2	normal	0.307	329																																											
2120252	TCGA-06-0190-02	WARS2	normal	-0.085	329																																											
2120253	TCGA-06-0210-02	WARS2	normal	0.488	329																																											
2120305	TCGA-19-2624-01	WARS2	normal	-1.135	329																																											
2120378	TCGA-76-4926-01	WARS2	normal	-0.278	329																																											
1337858	TCGA-06-0744-01	WDR48	normal	-0.237	329																																											
1337859	TCGA-06-0745-01	WDR48	normal	-0.327	329																																											
1338057	TCGA-27-1832-01	WDR48	normal	-0.59	329																																											
1338067	TCGA-27-2523-01	WDR48	normal	-0.291	329																																											
1338079	TCGA-28-1753-01	WDR48	normal	-0.882	329																																											
1910168	TCGA-06-0125-01	WDR48	normal	0.01	329																																											
1910206	TCGA-06-0211-01	WDR48	normal	0.998	329																																											
1910247	TCGA-12-0618-01	WDR48	normal	1.444	329																																											
2120252	TCGA-06-0190-02	WDR48	normal	-0.948	329																																											
2120305	TCGA-19-2624-01	WDR48	normal	-0.848	329																																											
2120346	TCGA-32-1980-01	WDR48	normal	0.004	329																																											
2120378	TCGA-76-4926-01	WDR48	normal	1.174	329																																											
2178065	TCGA-06-0152-02	WDR48	normal	-0.127	329																																											
1337858	TCGA-06-0744-01	WDR86	normal	1.256	329																																											
1337859	TCGA-06-0745-01	WDR86	over	2.807	329																																											
1338022	TCGA-16-0846-01	WDR86	normal	-0.323	329																																											
1338057	TCGA-27-1832-01	WDR86	normal	-0.769	329																																											
1338067	TCGA-27-2523-01	WDR86	normal	1.18	329																																											
1338079	TCGA-28-1753-01	WDR86	normal	0.876	329																																											
1910168	TCGA-06-0125-01	WDR86	normal	-0.465	329																																											
1910184	TCGA-06-0157-01	WDR86	over	2.621	329																																											
1910190	TCGA-06-0174-01	WDR86	normal	1.212	329																																											
1910206	TCGA-06-0211-01	WDR86	normal	-0.583	329																																											
2120252	TCGA-06-0190-02	WDR86	over	11.456	329																																											
2120253	TCGA-06-0210-02	WDR86	normal	-0.906	329																																											
2120305	TCGA-19-2624-01	WDR86	over	2.177	329																																											
2120378	TCGA-76-4926-01	WDR86	normal	-0.943	329																																											
2178065	TCGA-06-0152-02	WDR86	normal	-0.119	329																																											
1337858	TCGA-06-0744-01	WDR91	normal	0.411	329																																											
1338022	TCGA-16-0846-01	WDR91	normal	0.213	329																																											
1338057	TCGA-27-1832-01	WDR91	normal	0.454	329																																											
1338067	TCGA-27-2523-01	WDR91	normal	1.105	329																																											
1338079	TCGA-28-1753-01	WDR91	normal	1.188	329																																											
1910168	TCGA-06-0125-01	WDR91	normal	1.796	329																																											
1910184	TCGA-06-0157-01	WDR91	normal	0.492	329																																											
1910190	TCGA-06-0174-01	WDR91	normal	0.318	329																																											
1910206	TCGA-06-0211-01	WDR91	normal	0.254	329																																											
1910247	TCGA-12-0618-01	WDR91	normal	0.743	329																																											
2120252	TCGA-06-0190-02	WDR91	normal	1.837	329																																											
2120253	TCGA-06-0210-02	WDR91	normal	1.039	329																																											
2120305	TCGA-19-2624-01	WDR91	over	2.367	329																																											
2120346	TCGA-32-1980-01	WDR91	normal	-0.034	329																																											
2178065	TCGA-06-0152-02	WDR91	normal	0.05	329																																											
1337858	TCGA-06-0744-01	WDR97	over	2.519	329																																											
1337859	TCGA-06-0745-01	WDR97	normal	-0.318	329																																											
1338022	TCGA-16-0846-01	WDR97	normal	-0.443	329																																											
1338067	TCGA-27-2523-01	WDR97	normal	-0.777	329																																											
1338079	TCGA-28-1753-01	WDR97	normal	-0.435	329																																											
1910168	TCGA-06-0125-01	WDR97	normal	0.455	329																																											
1910190	TCGA-06-0174-01	WDR97	normal	-0.562	329																																											
1910206	TCGA-06-0211-01	WDR97	normal	-0.434	329																																											
1910247	TCGA-12-0618-01	WDR97	over	2.018	329																																											
2120252	TCGA-06-0190-02	WDR97	normal	-0.588	329																																											
2120253	TCGA-06-0210-02	WDR97	normal	-0.885	329																																											
2120305	TCGA-19-2624-01	WDR97	normal	1.933	329																																											
2120346	TCGA-32-1980-01	WDR97	normal	-0.299	329																																											
2178065	TCGA-06-0152-02	WDR97	normal	-0.315	329																																											
1337858	TCGA-06-0744-01	WFDC5	normal	1.149	329																																											
1337859	TCGA-06-0745-01	WFDC5	normal	0.812	329																																											
1338067	TCGA-27-2523-01	WFDC5	normal	-0.422	329																																											
1338079	TCGA-28-1753-01	WFDC5	normal	-0.422	329																																											
1910168	TCGA-06-0125-01	WFDC5	normal	-0.422	329																																											
1910184	TCGA-06-0157-01	WFDC5	normal	-0.422	329																																											
1910190	TCGA-06-0174-01	WFDC5	over	3.976	329																																											
1910206	TCGA-06-0211-01	WFDC5	normal	0.239	329																																											
2120252	TCGA-06-0190-02	WFDC5	normal	-0.422	329																																											
2120253	TCGA-06-0210-02	WFDC5	normal	0.99	329																																											
2120305	TCGA-19-2624-01	WFDC5	normal	-0.422	329																																											
1337858	TCGA-06-0744-01	WHAMM	normal	1.28	329																																											
1337859	TCGA-06-0745-01	WHAMM	normal	-0.801	329																																											
1338022	TCGA-16-0846-01	WHAMM	normal	0.815	329																																											
1338057	TCGA-27-1832-01	WHAMM	normal	1.962	329																																											
1338067	TCGA-27-2523-01	WHAMM	normal	-1.064	329																																											
1338079	TCGA-28-1753-01	WHAMM	normal	-0.594	329																																											
1910168	TCGA-06-0125-01	WHAMM	normal	0.509	329																																											
1910184	TCGA-06-0157-01	WHAMM	normal	-0.654	329																																											
1910190	TCGA-06-0174-01	WHAMM	normal	-1.492	329																																											
1910206	TCGA-06-0211-01	WHAMM	normal	-0.639	329																																											
2120253	TCGA-06-0210-02	WHAMM	normal	-0.26	329																																											
2120346	TCGA-32-1980-01	WHAMM	normal	0.031	329																																											
2178065	TCGA-06-0152-02	WHAMM	normal	0.48	329																																											
1337858	TCGA-06-0744-01	WNT10A	normal	-0.437	329																																											
1337859	TCGA-06-0745-01	WNT10A	normal	0.01	329																																											
1338022	TCGA-16-0846-01	WNT10A	normal	-0.107	329																																											
1338067	TCGA-27-2523-01	WNT10A	normal	0.017	329																																											
1338079	TCGA-28-1753-01	WNT10A	normal	-0.364	329																																											
1910168	TCGA-06-0125-01	WNT10A	normal	0.24	329																																											
1910184	TCGA-06-0157-01	WNT10A	normal	-0.071	329																																											
1910206	TCGA-06-0211-01	WNT10A	normal	-0.228	329																																											
1910247	TCGA-12-0618-01	WNT10A	normal	-0.073	329																																											
2120252	TCGA-06-0190-02	WNT10A	normal	1.202	329																																											
2120253	TCGA-06-0210-02	WNT10A	normal	0.008	329																																											
2120305	TCGA-19-2624-01	WNT10A	normal	-0.06	329																																											
2120346	TCGA-32-1980-01	WNT10A	normal	-0.257	329																																											
2120378	TCGA-76-4926-01	WNT10A	normal	-0.457	329																																											
2178065	TCGA-06-0152-02	WNT10A	normal	-0.073	329																																											
1337858	TCGA-06-0744-01	WNT10B	normal	-0.185	329																																											
1337859	TCGA-06-0745-01	WNT10B	normal	-0.368	329																																											
1338022	TCGA-16-0846-01	WNT10B	normal	0.215	329																																											
1338057	TCGA-27-1832-01	WNT10B	normal	-0.375	329																																											
1338067	TCGA-27-2523-01	WNT10B	normal	-0.409	329																																											
1338079	TCGA-28-1753-01	WNT10B	normal	-0.353	329																																											
1910168	TCGA-06-0125-01	WNT10B	normal	-0.373	329																																											
1910184	TCGA-06-0157-01	WNT10B	normal	-0.241	329																																											
1910190	TCGA-06-0174-01	WNT10B	normal	-0.369	329																																											
1910206	TCGA-06-0211-01	WNT10B	normal	-0.109	329																																											
1910247	TCGA-12-0618-01	WNT10B	normal	-0.358	329																																											
2120252	TCGA-06-0190-02	WNT10B	normal	-0.483	329																																											
2120305	TCGA-19-2624-01	WNT10B	normal	0.413	329																																											
2120378	TCGA-76-4926-01	WNT10B	normal	0.349	329																																											
1337858	TCGA-06-0744-01	WNT4	normal	0.204	329																																											
1338022	TCGA-16-0846-01	WNT4	normal	-0.3	329																																											
1338057	TCGA-27-1832-01	WNT4	normal	0.012	329																																											
1338067	TCGA-27-2523-01	WNT4	normal	-0.509	329																																											
1910168	TCGA-06-0125-01	WNT4	normal	-0.445	329																																											
1910184	TCGA-06-0157-01	WNT4	normal	0.351	329																																											
1910190	TCGA-06-0174-01	WNT4	normal	-0.384	329																																											
1910206	TCGA-06-0211-01	WNT4	normal	-0.423	329																																											
2120253	TCGA-06-0210-02	WNT4	normal	-0.277	329																																											
2120305	TCGA-19-2624-01	WNT4	normal	-0.061	329																																											
2120346	TCGA-32-1980-01	WNT4	normal	0.396	329																																											
2120378	TCGA-76-4926-01	WNT4	normal	-0.431	329																																											
2178065	TCGA-06-0152-02	WNT4	over	2.279	329																																											
1337858	TCGA-06-0744-01	WWP1	normal	0.275	329																																											
1338022	TCGA-16-0846-01	WWP1	normal	-0.859	329																																											
1338057	TCGA-27-1832-01	WWP1	normal	-0.398	329																																											
1338067	TCGA-27-2523-01	WWP1	normal	0.427	329																																											
1338079	TCGA-28-1753-01	WWP1	normal	0.878	329																																											
1910168	TCGA-06-0125-01	WWP1	normal	-0.374	329																																											
1910184	TCGA-06-0157-01	WWP1	normal	0.392	329																																											
1910190	TCGA-06-0174-01	WWP1	normal	-0.451	329																																											
1910206	TCGA-06-0211-01	WWP1	normal	-0.429	329																																											
2120252	TCGA-06-0190-02	WWP1	normal	1.821	329																																											
2120253	TCGA-06-0210-02	WWP1	normal	-0.685	329																																											
2120305	TCGA-19-2624-01	WWP1	normal	-0.504	329																																											
2120346	TCGA-32-1980-01	WWP1	normal	0.318	329																																											
2120378	TCGA-76-4926-01	WWP1	normal	0.107	329																																											
2178065	TCGA-06-0152-02	WWP1	normal	-0.148	329																																											
1337858	TCGA-06-0744-01	XKRX	normal	-0.12	329																																											
1337859	TCGA-06-0745-01	XKRX	normal	-0.255	329																																											
1338022	TCGA-16-0846-01	XKRX	normal	-0.316	329																																											
1338057	TCGA-27-1832-01	XKRX	normal	0.823	329																																											
1338079	TCGA-28-1753-01	XKRX	normal	-0.498	329																																											
1910168	TCGA-06-0125-01	XKRX	normal	-0.006	329																																											
1910190	TCGA-06-0174-01	XKRX	normal	-0.498	329																																											
1910206	TCGA-06-0211-01	XKRX	normal	-0.384	329																																											
1910247	TCGA-12-0618-01	XKRX	normal	-0.448	329																																											
2120252	TCGA-06-0190-02	XKRX	normal	-0.04	329																																											
2120305	TCGA-19-2624-01	XKRX	normal	-0.445	329																																											
2120346	TCGA-32-1980-01	XKRX	normal	-0.397	329																																											
2178065	TCGA-06-0152-02	XKRX	normal	-0.442	329																																											
1337858	TCGA-06-0744-01	YBX1	normal	1.774	329																																											
1337859	TCGA-06-0745-01	YBX1	normal	1.54	329																																											
1338022	TCGA-16-0846-01	YBX1	normal	-0.611	329																																											
1338067	TCGA-27-2523-01	YBX1	normal	1.082	329																																											
1910190	TCGA-06-0174-01	YBX1	over	2.264	329																																											
1910206	TCGA-06-0211-01	YBX1	normal	0.202	329																																											
1910247	TCGA-12-0618-01	YBX1	normal	1.41	329																																											
2120252	TCGA-06-0190-02	YBX1	normal	1.211	329																																											
2120253	TCGA-06-0210-02	YBX1	normal	0.151	329																																											
2120346	TCGA-32-1980-01	YBX1	normal	-1.437	329																																											
2120378	TCGA-76-4926-01	YBX1	normal	-0.629	329																																											
1337858	TCGA-06-0744-01	YBX2	normal	-0.548	329																																											
1338022	TCGA-16-0846-01	YBX2	normal	0.017	329																																											
1338079	TCGA-28-1753-01	YBX2	normal	0.193	329																																											
1910168	TCGA-06-0125-01	YBX2	normal	0.376	329																																											
1910184	TCGA-06-0157-01	YBX2	normal	0.031	329																																											
1910190	TCGA-06-0174-01	YBX2	normal	-0.261	329																																											
1910206	TCGA-06-0211-01	YBX2	normal	-0.464	329																																											
1910247	TCGA-12-0618-01	YBX2	over	2.399	329																																											
2120252	TCGA-06-0190-02	YBX2	normal	-0.259	329																																											
2120253	TCGA-06-0210-02	YBX2	normal	-0.526	329																																											
2120305	TCGA-19-2624-01	YBX2	over	2.93	329																																											
2120346	TCGA-32-1980-01	YBX2	normal	0.062	329																																											
2120378	TCGA-76-4926-01	YBX2	normal	-0.447	329																																											
2178065	TCGA-06-0152-02	YBX2	normal	-0.585	329																																											
1337859	TCGA-06-0745-01	YIPF5	normal	-0.124	329																																											
1338022	TCGA-16-0846-01	YIPF5	normal	-0.337	329																																											
1338079	TCGA-28-1753-01	YIPF5	normal	-0.575	329																																											
1910168	TCGA-06-0125-01	YIPF5	normal	-0.7	329																																											
1910206	TCGA-06-0211-01	YIPF5	normal	-0.161	329																																											
1910247	TCGA-12-0618-01	YIPF5	normal	-0.384	329																																											
2120253	TCGA-06-0210-02	YIPF5	normal	0.042	329																																											
2120305	TCGA-19-2624-01	YIPF5	normal	-1.476	329																																											
2178065	TCGA-06-0152-02	YIPF5	normal	-0.737	329																																											
1338057	TCGA-27-1832-01	YTHDC2	normal	0.364	329																																											
1338067	TCGA-27-2523-01	YTHDC2	normal	-0.281	329																																											
1338079	TCGA-28-1753-01	YTHDC2	normal	0.654	329																																											
1910168	TCGA-06-0125-01	YTHDC2	normal	1.507	329																																											
1910190	TCGA-06-0174-01	YTHDC2	normal	-0.695	329																																											
1910206	TCGA-06-0211-01	YTHDC2	normal	-0.085	329																																											
1910247	TCGA-12-0618-01	YTHDC2	normal	-0.437	329																																											
2120252	TCGA-06-0190-02	YTHDC2	normal	-0.073	329																																											
2120253	TCGA-06-0210-02	YTHDC2	normal	-0.861	329																																											
2120305	TCGA-19-2624-01	YTHDC2	over	2.291	329																																											
2120346	TCGA-32-1980-01	YTHDC2	normal	-0.871	329																																											
2178065	TCGA-06-0152-02	YTHDC2	normal	0.732	329																																											
1337858	TCGA-06-0744-01	ZAR1L	normal	0.232	329																																											
1337859	TCGA-06-0745-01	ZAR1L	normal	1.422	329																																											
1338022	TCGA-16-0846-01	ZAR1L	normal	-0.644	329																																											
1338057	TCGA-27-1832-01	ZAR1L	over	3.021	329																																											
1338067	TCGA-27-2523-01	ZAR1L	normal	-0.644	329																																											
1338079	TCGA-28-1753-01	ZAR1L	normal	-0.644	329																																											
1910184	TCGA-06-0157-01	ZAR1L	normal	-0.644	329																																											
1910190	TCGA-06-0174-01	ZAR1L	normal	0.174	329																																											
1910206	TCGA-06-0211-01	ZAR1L	normal	-0.276	329																																											
1910247	TCGA-12-0618-01	ZAR1L	normal	0.631	329																																											
2120252	TCGA-06-0190-02	ZAR1L	normal	-0.644	329																																											
2120253	TCGA-06-0210-02	ZAR1L	normal	0.144	329																																											
2120305	TCGA-19-2624-01	ZAR1L	normal	0.025	329																																											
2120378	TCGA-76-4926-01	ZAR1L	normal	-0.644	329																																											
2178065	TCGA-06-0152-02	ZAR1L	normal	-0.644	329																																											
1337858	TCGA-06-0744-01	ZBTB20	normal	-0.282	329																																											
1337859	TCGA-06-0745-01	ZBTB20	normal	-0.167	329																																											
1338022	TCGA-16-0846-01	ZBTB20	normal	0.365	329																																											
1338057	TCGA-27-1832-01	ZBTB20	normal	-0.193	329																																											
1910184	TCGA-06-0157-01	ZBTB20	normal	0.019	329																																											
1910190	TCGA-06-0174-01	ZBTB20	normal	-0.211	329																																											
1910206	TCGA-06-0211-01	ZBTB20	normal	-0.155	329																																											
1910247	TCGA-12-0618-01	ZBTB20	normal	0.135	329																																											
2120252	TCGA-06-0190-02	ZBTB20	normal	-0.277	329																																											
2120305	TCGA-19-2624-01	ZBTB20	normal	-0.087	329																																											
2120346	TCGA-32-1980-01	ZBTB20	normal	-0.364	329																																											
2120378	TCGA-76-4926-01	ZBTB20	normal	-0.236	329																																											
2178065	TCGA-06-0152-02	ZBTB20	normal	-0.23	329																																											
1337858	TCGA-06-0744-01	ZBTB25	normal	-0.869	329																																											
1337859	TCGA-06-0745-01	ZBTB25	normal	-0.686	329																																											
1338022	TCGA-16-0846-01	ZBTB25	normal	-1.532	329																																											
1338067	TCGA-27-2523-01	ZBTB25	normal	-0.184	329																																											
1910190	TCGA-06-0174-01	ZBTB25	normal	-0.809	329																																											
1910206	TCGA-06-0211-01	ZBTB25	normal	-0.542	329																																											
1910247	TCGA-12-0618-01	ZBTB25	normal	0.494	329																																											
2120252	TCGA-06-0190-02	ZBTB25	normal	-0.249	329																																											
2178065	TCGA-06-0152-02	ZBTB25	normal	-0.071	329																																											
1337858	TCGA-06-0744-01	ZBTB42	normal	-0.378	329																																											
1337859	TCGA-06-0745-01	ZBTB42	normal	-0.593	329																																											
1338022	TCGA-16-0846-01	ZBTB42	normal	-0.639	329																																											
1338057	TCGA-27-1832-01	ZBTB42	normal	-0.457	329																																											
1338079	TCGA-28-1753-01	ZBTB42	normal	-0.595	329																																											
1910168	TCGA-06-0125-01	ZBTB42	normal	-0.137	329																																											
1910184	TCGA-06-0157-01	ZBTB42	normal	-0.446	329																																											
1910190	TCGA-06-0174-01	ZBTB42	normal	-0.572	329																																											
1910206	TCGA-06-0211-01	ZBTB42	normal	0.13	329																																											
1910247	TCGA-12-0618-01	ZBTB42	normal	-1.078	329																																											
2120252	TCGA-06-0190-02	ZBTB42	normal	-0.11	329																																											
2120253	TCGA-06-0210-02	ZBTB42	normal	-0.107	329																																											
2120305	TCGA-19-2624-01	ZBTB42	normal	-0.745	329																																											
2120346	TCGA-32-1980-01	ZBTB42	normal	-0.731	329																																											
2120378	TCGA-76-4926-01	ZBTB42	normal	-0.488	329																																											
2178065	TCGA-06-0152-02	ZBTB42	normal	0.317	329																																											
1337859	TCGA-06-0745-01	ZBTB45	normal	-1.167	329																																											
1338057	TCGA-27-1832-01	ZBTB45	normal	-0.659	329																																											
1338067	TCGA-27-2523-01	ZBTB45	normal	0.707	329																																											
1338079	TCGA-28-1753-01	ZBTB45	normal	1.23	329																																											
1910168	TCGA-06-0125-01	ZBTB45	over	2.196	329																																											
1910184	TCGA-06-0157-01	ZBTB45	normal	1.286	329																																											
1910190	TCGA-06-0174-01	ZBTB45	over	3.148	329																																											
1910206	TCGA-06-0211-01	ZBTB45	normal	1.756	329																																											
1910247	TCGA-12-0618-01	ZBTB45	normal	0.182	329																																											
2120253	TCGA-06-0210-02	ZBTB45	normal	0.167	329																																											
2120305	TCGA-19-2624-01	ZBTB45	normal	-1.235	329																																											
2120346	TCGA-32-1980-01	ZBTB45	normal	0.074	329																																											
2120378	TCGA-76-4926-01	ZBTB45	normal	-0.772	329																																											
2178065	TCGA-06-0152-02	ZBTB45	normal	-0.072	329																																											
1337858	TCGA-06-0744-01	ZBTB8B	normal	-0.519	329																																											
1337859	TCGA-06-0745-01	ZBTB8B	normal	1.523	329																																											
1338022	TCGA-16-0846-01	ZBTB8B	normal	0.04	329																																											
1338057	TCGA-27-1832-01	ZBTB8B	normal	-0.227	329																																											
1338067	TCGA-27-2523-01	ZBTB8B	normal	-0.144	329																																											
1338079	TCGA-28-1753-01	ZBTB8B	normal	-0.05	329																																											
1910168	TCGA-06-0125-01	ZBTB8B	normal	0.065	329																																											
1910184	TCGA-06-0157-01	ZBTB8B	normal	-0.024	329																																											
1910190	TCGA-06-0174-01	ZBTB8B	normal	0.458	329																																											
1910206	TCGA-06-0211-01	ZBTB8B	normal	-0.586	329																																											
1910247	TCGA-12-0618-01	ZBTB8B	normal	1.887	329																																											
2120252	TCGA-06-0190-02	ZBTB8B	normal	-1.033	329																																											
2120305	TCGA-19-2624-01	ZBTB8B	normal	0.558	329																																											
2120378	TCGA-76-4926-01	ZBTB8B	normal	-0.961	329																																											
2178065	TCGA-06-0152-02	ZBTB8B	normal	-0.399	329																																											
1337859	TCGA-06-0745-01	ZC3H18	normal	-0.124	329																																											
1338022	TCGA-16-0846-01	ZC3H18	normal	0.107	329																																											
1338057	TCGA-27-1832-01	ZC3H18	normal	-0.823	329																																											
1910168	TCGA-06-0125-01	ZC3H18	normal	0.318	329																																											
1910184	TCGA-06-0157-01	ZC3H18	normal	-0.135	329																																											
1910190	TCGA-06-0174-01	ZC3H18	normal	0.651	329																																											
1910206	TCGA-06-0211-01	ZC3H18	normal	-0.114	329																																											
1910247	TCGA-12-0618-01	ZC3H18	normal	-1.096	329																																											
2120252	TCGA-06-0190-02	ZC3H18	normal	-0.491	329																																											
2120346	TCGA-32-1980-01	ZC3H18	normal	-0.535	329																																											
2120378	TCGA-76-4926-01	ZC3H18	normal	-0.369	329																																											
1337858	TCGA-06-0744-01	ZDHHC12	normal	0.118	329																																											
1338057	TCGA-27-1832-01	ZDHHC12	over	2.194	329																																											
1338067	TCGA-27-2523-01	ZDHHC12	normal	-0.385	329																																											
1338079	TCGA-28-1753-01	ZDHHC12	normal	-0.646	329																																											
1910184	TCGA-06-0157-01	ZDHHC12	normal	-1.165	329																																											
1910190	TCGA-06-0174-01	ZDHHC12	normal	-0.616	329																																											
1910206	TCGA-06-0211-01	ZDHHC12	normal	-0.274	329																																											
1910247	TCGA-12-0618-01	ZDHHC12	normal	-0.257	329																																											
2120252	TCGA-06-0190-02	ZDHHC12	normal	-0.14	329																																											
2120305	TCGA-19-2624-01	ZDHHC12	normal	-1.311	329																																											
2120346	TCGA-32-1980-01	ZDHHC12	normal	0.211	329																																											
2120378	TCGA-76-4926-01	ZDHHC12	normal	-0.369	329																																											
2178065	TCGA-06-0152-02	ZDHHC12	normal	0.303	329																																											
1337858	TCGA-06-0744-01	ZFP42	normal	-0.208	329																																											
1337859	TCGA-06-0745-01	ZFP42	normal	-0.208	329																																											
1338022	TCGA-16-0846-01	ZFP42	normal	-0.208	329																																											
1338057	TCGA-27-1832-01	ZFP42	normal	-0.208	329																																											
1338067	TCGA-27-2523-01	ZFP42	normal	-0.208	329																																											
